id,nom,latitude,longitude
COMMERCES_0,Commerces 0,48.87236020309894,2.372245417056283
COMMERCES_1,Commerces 1,48.892588535775694,2.3173324135880264
COMMERCES_2,Commerces 2,48.88505395942976,2.402830353267619
COMMERCES_3,Commerces 3,48.87647382728961,2.371465231963682
COMMERCES_4,Commerces 4,48.88384368903701,2.3594859710239557
COMMERCES_5,Commerces 5,48.858336450948364,2.35706181982624
COMMERCES_6,Commerces 6,48.84242607932337,2.426520607922176
COMMERCES_7,Commerces 7,48.87881889113629,2.406521431395001
COMMERCES_8,Commerces 8,48.8170974795624,2.419760173502278
COMMERCES_9,Commerces 9,48.819913807470265,2.3918436619581045
COMMERCES_10,Commerces 10,48.8621144831357,2.3282927343092323
COMMERCES_11,Commerces 11,48.875811546562446,2.4288237546472757
COMMERCES_12,Commerces 12,48.824021188003265,2.4059318955779196
COMMERCES_13,Commerces 13,48.82850374886704,2.2806920131602553
COMMERCES_14,Commerces 14,48.89211094464391,2.2805832617101234
COMMERCES_15,Commerces 15,48.843298350240836,2.374581337286487
COMMERCES_16,Commerces 16,48.88214453675766,2.3365123870408757
COMMERCES_17,Commerces 17,48.87696070383614,2.392293025696628
COMMERCES_18,Commerces 18,48.84556179622675,2.417438626461808
COMMERCES_19,Commerces 19,48.86933768852302,2.363354539107407
COMMERCES_20,Commerces 20,48.84164918201728,2.3124708754436236
COMMERCES_21,Commerces 21,48.84515596778651,2.2887813677702384
COMMERCES_22,Commerces 22,48.88890304873086,2.3151815900606785
COMMERCES_23,Commerces 23,48.837167552922246,2.384765031442622
COMMERCES_24,Commerces 24,48.8907033977433,2.2866411770714787
COMMERCES_25,Commerces 25,48.86182643422193,2.3017894080986085
COMMERCES_26,Commerces 26,48.88711823756134,2.338509208486638
COMMERCES_27,Commerces 27,48.836963642814396,2.338130612205522
COMMERCES_28,Commerces 28,48.86072910532963,2.3432612568618136
COMMERCES_29,Commerces 29,48.84106208041858,2.3861264398571533
COMMERCES_30,Commerces 30,48.84019132646332,2.352104369533715
COMMERCES_31,Commerces 31,48.86197570673985,2.3863402468535604
COMMERCES_32,Commerces 32,48.844324253689706,2.364730991461937
COMMERCES_33,Commerces 33,48.878608688048104,2.272339892865771
COMMERCES_34,Commerces 34,48.886449283738635,2.377363841223082
COMMERCES_35,Commerces 35,48.8189917823663,2.3314304252821696
COMMERCES_36,Commerces 36,48.816851569562296,2.3664609929357012
COMMERCES_37,Commerces 37,48.86788309190614,2.4076570470917598
COMMERCES_38,Commerces 38,48.85483197210236,2.350774804951198
COMMERCES_39,Commerces 39,48.846313302733435,2.4081680463232753
COMMERCES_40,Commerces 40,48.871813229502344,2.3652054912731204
COMMERCES_41,Commerces 41,48.85985537028209,2.426240432796395
COMMERCES_42,Commerces 42,48.874060500922916,2.366547733694259
COMMERCES_43,Commerces 43,48.875520972686765,2.373453821705542
COMMERCES_44,Commerces 44,48.81805976798476,2.2883531695639086
COMMERCES_45,Commerces 45,48.881424389314425,2.39419208817443
COMMERCES_46,Commerces 46,48.820481404031284,2.2758287523461136
COMMERCES_47,Commerces 47,48.85087946666175,2.330957234668279
COMMERCES_48,Commerces 48,48.825282056130895,2.421534208262021
COMMERCES_49,Commerces 49,48.87870690075807,2.3783832509259075
