id,nom,latitude,longitude
HOPITAUX_0,Hopitaux 0,48.86970727444236,2.2896349084122236
HOPITAUX_1,Hopitaux 1,48.854910760663216,2.2872097126443176
HOPITAUX_2,Hopitaux 2,48.88818961058323,2.375601635677834
HOPITAUX_3,Hopitaux 3,48.883380118277216,2.416874260646016
HOPITAUX_4,Hopitaux 4,48.88651854994443,2.3665453733151107
HOPITAUX_5,Hopitaux 5,48.838573863675336,2.335892333137214
HOPITAUX_6,Hopitaux 6,48.88825524721615,2.313348354790209
HOPITAUX_7,Hopitaux 7,48.88629019632981,2.3334694094423942
HOPITAUX_8,Hopitaux 8,48.877840404992405,2.412007932596864
HOPITAUX_9,Hopitaux 9,48.823276844357544,2.3886595690213155
HOPITAUX_10,Hopitaux 10,48.83550862230188,2.3425573108426536
HOPITAUX_11,Hopitaux 11,48.87451213195465,2.393865947139061
HOPITAUX_12,Hopitaux 12,48.877463880994966,2.396684598783446
HOPITAUX_13,Hopitaux 13,48.84105216586745,2.404702735163781
HOPITAUX_14,Hopitaux 14,48.883956357495215,2.3806605015147957
HOPITAUX_15,Hopitaux 15,48.874888251667834,2.304856682351295
HOPITAUX_16,Hopitaux 16,48.866696555443724,2.3269989423500523
HOPITAUX_17,Hopitaux 17,48.86439974732249,2.303372470708364
HOPITAUX_18,Hopitaux 18,48.88065593942921,2.3608108804531045
HOPITAUX_19,Hopitaux 19,48.883852186324916,2.2770094052207113
HOPITAUX_20,Hopitaux 20,48.88858631456836,2.2882331201010917
HOPITAUX_21,Hopitaux 21,48.88403704759553,2.2853767715229516
HOPITAUX_22,Hopitaux 22,48.824386372099546,2.2725084464968512
HOPITAUX_23,Hopitaux 23,48.81700588155614,2.363335705410112
HOPITAUX_24,Hopitaux 24,48.873297095363284,2.2823681602479247
HOPITAUX_25,Hopitaux 25,48.86080193403547,2.42189910978775
HOPITAUX_26,Hopitaux 26,48.87555287290095,2.330937383603428
HOPITAUX_27,Hopitaux 27,48.86749364311116,2.34053328888178
HOPITAUX_28,Hopitaux 28,48.83925717971797,2.4026844002106325
HOPITAUX_29,Hopitaux 29,48.85661158655087,2.286127175532626
HOPITAUX_30,Hopitaux 30,48.87371541987117,2.3458067563310725
HOPITAUX_31,Hopitaux 31,48.83219504187805,2.372396833116573
HOPITAUX_32,Hopitaux 32,48.8332577869197,2.313311070539377
HOPITAUX_33,Hopitaux 33,48.844966099020375,2.4146754916837634
HOPITAUX_34,Hopitaux 34,48.8940118535513,2.380058485190606
HOPITAUX_35,Hopitaux 35,48.85625487647288,2.312418397309581
HOPITAUX_36,Hopitaux 36,48.82258343114162,2.3105375094795244
HOPITAUX_37,Hopitaux 37,48.88080818010014,2.364773372263858
HOPITAUX_38,Hopitaux 38,48.88943359661496,2.42615372423252
HOPITAUX_39,Hopitaux 39,48.891745692690655,2.3288020068091857
HOPITAUX_40,Hopitaux 40,48.87044972362013,2.277810291032939
HOPITAUX_41,Hopitaux 41,48.89640046483699,2.2925397779070593
HOPITAUX_42,Hopitaux 42,48.85418762279133,2.284336614919949
HOPITAUX_43,Hopitaux 43,48.84391749308653,2.3802915824642117
HOPITAUX_44,Hopitaux 44,48.89415886206633,2.4099367079994454
HOPITAUX_45,Hopitaux 45,48.84919153713318,2.275870434227701
HOPITAUX_46,Hopitaux 46,48.83476434659291,2.3670399060754908
HOPITAUX_47,Hopitaux 47,48.82595159442026,2.3233137773708274
HOPITAUX_48,Hopitaux 48,48.877195322482784,2.3055061922045272
HOPITAUX_49,Hopitaux 49,48.81945178072385,2.2825779148395022
HOPITAUX_50,Hopitaux 50,48.847558607698566,2.3655086408259245
HOPITAUX_51,Hopitaux 51,48.829018331323084,2.316605119503124
HOPITAUX_52,Hopitaux 52,48.828543820726274,2.318658703145926
HOPITAUX_53,Hopitaux 53,48.86820607689211,2.3906321006775952
HOPITAUX_54,Hopitaux 54,48.85838175295869,2.344111637399094
HOPITAUX_55,Hopitaux 55,48.878202417303854,2.3732070963464698
HOPITAUX_56,Hopitaux 56,48.817885043475435,2.27580242394383
HOPITAUX_57,Hopitaux 57,48.85236029269553,2.3065974129290465
HOPITAUX_58,Hopitaux 58,48.86937124434462,2.388242327494146
HOPITAUX_59,Hopitaux 59,48.822181971743184,2.355855981491558
HOPITAUX_60,Hopitaux 60,48.894322342697464,2.402066158966126
HOPITAUX_61,Hopitaux 61,48.82689848213278,2.42559211489313
HOPITAUX_62,Hopitaux 62,48.830402647891276,2.356333906657476
HOPITAUX_63,Hopitaux 63,48.86481158813412,2.3877889768261364
HOPITAUX_64,Hopitaux 64,48.861921377850315,2.3296829542023625
HOPITAUX_65,Hopitaux 65,48.8514160907063,2.372444426334553
