id,nom,latitude,longitude
ECOLES_0,Ecoles 0,48.836670498985626,2.350639300487675
ECOLES_1,Ecoles 1,48.871899811594226,2.3570380591003883
ECOLES_2,Ecoles 2,48.83881539832278,2.2747570104152053
ECOLES_3,Ecoles 3,48.83608987931539,2.2966236773989426
ECOLES_4,Ecoles 4,48.84877235867024,2.382113825592465
ECOLES_5,Ecoles 5,48.849401356022454,2.418596538285787
ECOLES_6,Ecoles 6,48.837466313275655,2.292348200575152
ECOLES_7,Ecoles 7,48.85723116525148,2.3838011385893862
ECOLES_8,Ecoles 8,48.823043785201165,2.3445019926450383
ECOLES_9,Ecoles 9,48.87090679458888,2.29385572892091
ECOLES_10,Ecoles 10,48.86832602202412,2.3056654419899427
ECOLES_11,Ecoles 11,48.85051592021877,2.3960438049562782
ECOLES_12,Ecoles 12,48.82992394583233,2.3153632261378365
ECOLES_13,Ecoles 13,48.82972968766546,2.3567554373841713
ECOLES_14,Ecoles 14,48.89611667762733,2.324574683197386
ECOLES_15,Ecoles 15,48.86035227834934,2.290313500284854
ECOLES_16,Ecoles 16,48.82886980863851,2.3434347355234717
ECOLES_17,Ecoles 17,48.88364677570561,2.2870274448283023
ECOLES_18,Ecoles 18,48.81895942113608,2.3932245073692835
ECOLES_19,Ecoles 19,48.8483256897535,2.3954398235640015
ECOLES_20,Ecoles 20,48.86777563676671,2.3655383280683693
ECOLES_21,Ecoles 21,48.8777232355785,2.4313463218568967
ECOLES_22,Ecoles 22,48.87342322638127,2.3594376214873867
ECOLES_23,Ecoles 23,48.86181913789658,2.296894016794606
ECOLES_24,Ecoles 24,48.819091917658774,2.4120486682925955
ECOLES_25,Ecoles 25,48.83781854544209,2.2807896306165842
ECOLES_26,Ecoles 26,48.85155773183948,2.3599120633170623
ECOLES_27,Ecoles 27,48.87442148166608,2.2812626868895345
ECOLES_28,Ecoles 28,48.86720281322265,2.3447226006609507
ECOLES_29,Ecoles 29,48.8252711478401,2.3772751363163516
ECOLES_30,Ecoles 30,48.89491941146375,2.3904302358738705
ECOLES_31,Ecoles 31,48.87166271099888,2.3701935817003137
ECOLES_32,Ecoles 32,48.87022537128038,2.398997338896753
ECOLES_33,Ecoles 33,48.84128297938665,2.4196698703495865
ECOLES_34,Ecoles 34,48.86997824085131,2.3484555374646057
ECOLES_35,Ecoles 35,48.894641312935654,2.331127827925655
ECOLES_36,Ecoles 36,48.89650790864641,2.378501873283152
ECOLES_37,Ecoles 37,48.86703270663035,2.3460952619815414
ECOLES_38,Ecoles 38,48.86786446172607,2.3712268073894895
ECOLES_39,Ecoles 39,48.857504221131386,2.3209543130367463
ECOLES_40,Ecoles 40,48.832521052629204,2.3133567718087713
ECOLES_41,Ecoles 41,48.85658646004363,2.3681338931840723
ECOLES_42,Ecoles 42,48.86449151814242,2.3954158240332224
ECOLES_43,Ecoles 43,48.87337203852653,2.3474131325364294
ECOLES_44,Ecoles 44,48.855142353695896,2.4279079201197127
ECOLES_45,Ecoles 45,48.8307524680031,2.3064314796704375
ECOLES_46,Ecoles 46,48.83683211713924,2.4206667927585945
ECOLES_47,Ecoles 47,48.87332803908048,2.388859776185551
ECOLES_48,Ecoles 48,48.88593772012351,2.3889134868113957
ECOLES_49,Ecoles 49,48.881977572628074,2.294274243671426
ECOLES_50,Ecoles 50,48.84843432519613,2.3951255905399824
ECOLES_51,Ecoles 51,48.88993524394324,2.385856711295209
ECOLES_52,Ecoles 52,48.84572995148469,2.3904662992327603
